Feature,GSM272854.CEL,GSM272859.CEL,GSM272860.CEL,GSM272861.CEL,GSM272862.CEL,GSM272863.CEL,GSM272864.CEL,GSM272865.CEL,GSM272866.CEL,GSM272867.CEL,GSM272868.CEL,GSM272870.CEL
10051,7.16834698997834,6.69552881207437,6.95141299179726,6.80450746265282,6.6964341052158,6.25164321329561,6.79720299662217,7.18617678940918,7.30198937421199,7.59025271863609,7.46089873541724,7.43746588243325
10052,3.42858714225859,3.29526744694794,3.59892712840621,3.97455636834613,3.55400068348454,3.38419015533485,2.45345095001919,3.45183386070757,2.7746014558966,2.96366823935519,3.22072923948076,3.87800718864767
10054,7.62990864388432,7.30780240849421,7.60043838929847,7.60838293010466,7.44567452693856,7.87834512848717,7.74503486601951,8.02113743993613,7.56821312843288,7.94523691171579,7.51322050349941,7.76011673610881
10055,7.37618022057084,7.27614101063383,7.40473940043033,7.2633362028369,7.42220940915792,7.06393543485216,7.57128467126713,7.39394558373625,7.61474945314685,7.76560633506277,7.53332932447063,7.28883225145157
10057,4.52144680902589,4.54081090811843,4.31418669176029,4.74470150109855,4.35693072383519,4.51103179311923,5.18000863512608,4.48839449405956,4.25647723556052,4.34148430790034,4.3981858568622,4.60505105053062
10059,6.92985064939017,6.85089243418201,6.84020535623017,6.99999343564075,7.04842196700037,6.7332563154079,6.44589407193927,6.5940447132212,6.81335500518124,6.95807351291009,6.87013833124745,6.67458488409079
1006,3.07642021488038,2.89986558991337,3.0422791107768,2.8960098402987,2.94720297795503,3.07037440735277,2.71447084101177,2.85272137401893,2.88372749361901,2.77257650417728,2.73353126452652,2.88897791240467
10061,6.08411195684848,6.21190941225994,6.27159993909027,6.06560010425209,6.27159993909027,6.03415045216038,6.20503584802777,6.19699225197865,6.38201106641236,6.51326739638136,6.21824110222917,5.9547780780251
10066,6.46511265920139,6.72142891919414,6.49764491304915,6.62150209101401,6.52431416552601,6.49691567921708,6.40843473874404,6.59381558881527,6.31695259093835,6.31747314019827,6.45519463644245,6.52717789028641
10067,6.82291680972535,7.03119645645751,7.08284249101143,7.03819148822417,6.96559827280205,6.90496236927374,7.45169070163784,7.20846515001621,7.12838628129115,7.06420316358151,7.10472558272848,6.76100258292959
10069,5.7246861174813,5.69653116403102,5.69283528261556,5.76643280044746,5.71136366527349,5.66894703633216,5.41312362216551,5.41861376104376,5.66221680154157,5.35657370360978,6.00184893779774,5.76783742955197
1007,1.29903023671068,1.31194855478139,1.22849595298943,1.32488754808434,1.16118771474269,1.0172515801258,1.10581883300197,1.12136624020848,1.20541748944493,1.2841475313475,1.3627317476049,1.20541748944493
10072,5.76889588414327,5.69735232246456,5.7134586631394,5.54220227957081,5.72973542490677,5.78968095655868,5.76251704481198,5.76192952959387,5.68123633935269,5.66517016120101,5.79100249783598,5.58469804255112
10073,5.21919140955566,5.32342369684103,5.41307928410225,5.31387007494503,5.2597536317824,5.37754688052691,5.75042419792839,5.26035349007163,5.63538973974005,5.5813908361561,5.6014918661081,5.86922972428864
10075,6.86464366488858,7.37870144060991,7.18395964143376,6.71093772108519,6.9553098044595,6.95108857820519,7.23950155451625,7.04207777361759,6.98054319467699,6.83760558891491,7.2583869428004,6.67320705958715
10078,5.06162217741483,5.05666781572437,5.1920170560276,5.18018750706964,5.04322739880146,5.16761468106063,5.68848400184791,5.47429930628039,5.41091608770222,5.46164459347413,5.3457073574798,4.93479471681897
10079,5.89838046679741,6.01942452460511,6.38283496462756,5.93580499212333,5.97867836458858,6.15747455174187,6.6029282309267,6.13663403319156,5.87235940099173,6.02343236348342,5.96252244748121,5.87744598425004
1008,1.45407409173271,1.43713349674307,1.37616743096793,1.54070835815697,1.42055114544983,1.44032688291274,1.39055149063781,1.26094505600689,1.21465545623769,1.26640121576278,1.33679136378871,1.49830333851895
10083,3.00555484420615,2.71795967885072,2.67230621262728,2.67683511549044,2.7239433849736,2.79615849784888,2.46506200275981,2.82141479866796,2.71018581254729,2.67842912405477,2.51752988854485,2.86955604698821
10084,5.36481976778137,5.31454931824211,5.14761614684119,5.28683984828055,5.17449335897804,5.15338433774272,5.74665868011709,5.51797340948734,5.15020903053668,5.48394925985398,5.41184231805504,5.23837041007557
10085,3.09475054480729,3.34079319546026,3.25769815176868,2.87679379196764,3.62580269868866,2.92950557646087,2.00961478004352,2.4990175880207,2.63151956258343,3.1375958200482,2.68417282596888,2.9406793090471
100861554,3.0210061449322,2.88685327118303,3.01584691954032,2.84677429850726,2.54089995799322,2.6873830325583,2.62516911227125,2.650811308936,2.87176758326625,2.78536349619937,2.60671696182878,3.26446045843243
1009,5.77844463529147,5.89526451619424,5.11327466572961,5.61494970999407,5.89311507468265,4.70058575054525,4.24732445265865,4.82757021043793,5.45106411744006,4.38206028091686,4.2470740156989,4.82381986998191
10090,1.87914688579732,1.75082151521534,1.87914688579732,2.59061639394199,2.42049342000889,1.91155087946532,1.71845860198738,1.65971808927888,1.58218333515983,1.64729035710594,1.7342683479575,1.87588723230124
10092,9.04365679018016,9.08231157399851,9.17368130208647,9.16293166471081,9.23544023799087,9.41948304152401,9.19641273946187,9.43967088149531,9.12424535903243,9.21635369403327,9.09933241340319,9.0569159513605
10093,6.00466257834297,6.27122624469035,6.321761024898,6.16029131233067,6.14816036760696,6.36931104365971,6.20553393906687,6.40257782673394,6.46849368699645,6.39435923683155,6.52632899276619,5.95758099222352
10094,8.15009519309977,8.03552116844251,8.27004836155241,8.32104361756609,7.99051507411695,8.39109167295141,8.19845023535454,8.29889974479653,8.04801670872129,8.11414182847839,8.20192283648665,8.09806795872529
10095,8.50639252104811,8.41723671709623,8.550835300705,8.44521345863924,8.49911343306912,8.94233895619954,8.8395159627294,8.76498072934449,8.56972931775813,8.17890373136764,8.5578925861904,8.3800316612989
10096,8.66045139066782,8.5091983513926,8.6677155737282,8.80563610819888,8.6441828634282,8.78874823587341,8.58629320150725,8.873591698389,8.64857977554642,8.82780881681563,8.55556334365334,8.65735133246432
10097,7.22806623456163,7.33142714307291,7.39182935582142,7.6373032417757,7.68800299934838,7.52479067127928,5.6395760576932,7.68892200219256,7.43395792499718,7.24996338215004,7.50949512383925,7.63152617520037
10098,5.30770087066853,5.36037570540988,5.32665648538582,5.44927783993483,5.4502618023748,4.95803023175954,5.05224173727573,4.97311263570826,4.92035242678442,4.70557614919422,5.07443557517659,5.35923934226404
10099,8.07024036076103,8.32228091596378,8.25446797692958,8.1274837019161,8.00200452983065,8.81731679788757,8.64102084404944,8.77608904162763,8.50245938682032,8.43637490519149,8.27627979786378,8.03611197616665
100996485,3.92878935175956,4.09456354560766,3.82993386750869,4.10663315825967,3.77205931168512,3.82993386750869,3.66788714104165,3.82673601143606,3.75524854487315,3.43719213009749,3.77620124376325,3.85237257730501
100996492,2.39321001509173,2.07466891260739,2.06388369806586,2.41138124470512,2.36641156713706,2.01383431834895,1.70627538510257,1.86679611163674,2.01216642169765,1.81199341745618,1.93638559890919,2.27808888403174
10100,0.883554997429842,0.82195123434387,1.01669137237114,0.825924532586021,1.00403568826498,0.979680462890022,0.812208296162432,0.818159322629791,0.801033928519425,1.11226637104943,1.08226029313783,0.929595256970208
10101,4.96934293941006,4.94936780465129,4.69377823510248,4.65141474762952,4.9193146467641,4.87994197764824,5.21247970657465,4.83512218809137,5.08164954229773,5.22653622601789,5.03273042679201,5.01708962062828
10102,2.53998717651042,2.20060431744606,2.62531155757932,2.42921323086144,2.30000186177472,2.17084145290655,2.6292730407256,2.35400960003033,2.60857355076437,2.7715173074129,2.6292730407256,2.63866233212227
10105,6.7941560771978,6.5486001820117,6.66639425901414,7.15018593338771,7.0785945996205,6.57656980274433,7.48648964385294,7.06306963156946,6.39945094994669,6.86787151996923,6.68600526479103,6.76249181062267
